PG.ProteinAccessions,NP1_1,NP1_2,NP1_3,NP1_4,NP1_5,NP2_1,NP2_2,NP2_3,NP2_4,NP2_5,NP3_1,NP3_2,NP3_3,NP3_4,NP3_5,NP4_1,NP4_2,NP4_3,NP4_4,NP4_5,NP5_1,NP5_2,NP5_3,NP5_4,NP5_5,NP6_1,NP6_2,NP6_3,NP6_4,NP6_5
Q8WW33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WW59,111461.3359375,112193.9249551,111799.968712505,112036.858623855,112133.905397736,115173.2421875,114536.546381563,114763.648635149,114958.841020614,115473.934533447,118459.640625,119039.785880197,118218.191381145,117622.710065052,118778.273738988,112108.6484375,113048.691891093,112013.671706855,113027.210623916,112648.907817394,74055.484375,74008.5994494297,74372.9773708768,74835.5628810972,73813.4103147462,68629.796875,69255.5349714234,68821.3724096417,68252.6015954204,69348.7407600619
Q8WWC4,44191.93359375,44992.6813668944,44146.2388919108,45191.2856651843,45188.2082792372,216410.640625,217115.638056953,216766.158353254,216616.694288045,217217.22677834,31070.048828125,30323.5146226175,30223.5516356118,30369.6726425365,31996.7658794299,31316.228515625,30355.7245644443,31905.82801231,31230.250129167,31516.6433147788,22069.33984375,21509.4235402569,22204.7128573097,22261.1459999382,21729.111140877,18113.87890625,18555.379655689,17776.6476804502,17964.7270920798,18489.4293150976
Q8WWH5,75161.3359375,75934.2501152381,74316.8403672129,75919.2001948208,75149.5809571892,78078.234375,77583.1473926194,77597.5510799438,78316.7213569507,78425.0334971696,95391.9140625,95724.7445097379,94664.2543359846,94511.698324997,96230.4388199188,47400.9765625,47016.8037126772,46616.8094934896,46858.8126288727,46678.1666330993,50850.16015625,51188.006225381,51369.7869129144,50589.0408194289,51805.6195404977,62344.828125,62780.2803408392,63201.8894324116,62489.5241036117,62531.5400635861
Q8WWI5,NA,NA,NA,NA,NA,27931.11328125,28756.0946507938,28661.2994093075,28557.1116213314,28854.7416608408,27043.302734375,28000.6738556474,27139.0614793561,27888.7830180973,27170.8525740467,30586.845703125,29746.3071618043,31521.1958584189,30638.8810241409,30622.5274593383,23901.35546875,23705.4537819587,24875.1579197943,23390.6606646143,23887.5452015437,18488.150390625,17740.9946693256,18313.118616879,18015.0310130008,19239.7876012288
Q8WWK9,73319.0546875,72720.1713152342,74014.5964190476,73180.0271036215,72723.8156191185,91191.9296875,90776.5167208724,90587.8371654414,91780.3769439794,90491.0486067981,56679.65625,57189.9302877188,55967.439040605,55768.871716287,57446.7045553662,80009.1875,79156.0504655428,79475.2691923715,79770.0503934249,79950.8038265705,39851.4453125,40113.0796022527,39847.8093602508,40312.0376424678,39829.0885820799,43751.28125,44016.497720696,44064.7150228843,44083.2705960721,42942.4736040756
Q8WWM7,230627.65625,230501.870139707,231099.429870695,230272.440155242,230906.334939152,216325.9375,216057.976799328,215905.962333791,216309.482382853,217301.946095899,227252.3125,226254.59061886,227928.834563091,227489.164422236,227443.598847341,233585,234361.877144352,233076.854751948,234509.97354839,234161.93636464,140472.609375,139954.391108222,139605.585868333,140714.287086718,139617.84401755,127673.046875,126805.034341011,127809.907715488,128538.782457076,127558.972528856
Q8WWM9,277509.875,276807.037056435,278497.764357843,277179.780399904,277392.246746935,272732.75,272796.222438138,272376.755536567,272211.383376304,271986.517229617,261393.640625,260752.297578555,262272.878758784,261286.758893345,262098.289707851,272938.59375,273862.2825226,273676.813506633,272552.506803647,273909.192744754,199689.90625,198927.269238293,199019.271580283,198752.749981139,199378.675262224,210569.875,211310.20807936,209893.708296075,211327.858925287,209744.474594437
Q8WWP7,193736.078125,194179.418732453,194086.783700198,194691.150432494,193753.460294142,180594.234375,179926.94527255,179801.174489964,180568.85132305,180990.212801095,171950.109375,171771.780369628,172120.067066338,172416.806392662,172848.663446784,176611.53125,176164.688068263,176343.003288664,176084.295477539,177606.037249144,114290.5078125,113929.56640197,113298.166298289,115223.71746039,113983.249031454,115297.6640625,116037.64737482,114758.729455907,114556.228782896,115404.703423295
Q8WWQ0,113417.5078125,113265.811164517,113925.997628484,113793.800261922,114296.814047385,122277.453125,123093.655940622,122281.990877364,123100.432115618,121737.802392349,116602.609375,115768.196867753,116064.835209839,116627.298496172,116316.772191294,116347.8984375,115599.60135524,116856.855432827,116242.83358394,116682.720341112,79546.59375,79493.9248162434,79249.9419195689,79898.0158121437,79932.3722311407,68863.96875,68904.4104618989,68039.6740227044,69575.04025428,68968.176108323
Q8WWV3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WWW0,84961.1640625,84155.027761247,85230.5995567068,84583.0370114483,84517.8001016676,106971.578125,106655.977837831,106945.174255963,107512.089898434,106577.329498805,104867.78125,104763.458699182,105537.130368136,105100.976371866,104287.31526966,94299.296875,94070.7651902735,94048.9855417795,94467.8555121459,94687.8678020835,60029.9921875,59622.3005551025,60348.5933669023,60153.6411141157,60217.3430380523,58036.640625,58070.2621508576,57920.4114861973,59019.4884129055,57561.8520057946
Q8WWY3,333097.6875,333265.676067613,333834.033798363,333841.998965416,333610.232299596,339717.125,339785.14530094,339639.075762626,340585.995642036,339241.109902073,373064.625,372668.776746258,372765.917224228,373118.224068895,372904.707956478,361436.21875,360982.633264538,360885.429895286,361629.416737974,360839.414989378,201128.265625,200343.240453996,201009.855246305,200155.845783785,200539.684028499,222248.140625,222096.379437294,221509.646730307,222123.027114939,222405.287108194
Q8WX92,105631.78125,106423.117385007,106414.76121521,105260.616432171,104925.44566071,104941.78125,105731.21708928,104117.139870472,104288.247297689,105452.687870882,126851.03125,127520.407517586,126389.862588752,126963.034383632,126610.184911318,120586.0390625,121116.107637905,120721.67487387,121469.251768574,120685.507208019,75620.109375,76206.5927371308,76012.7123644501,76023.4474976473,75400.0309518464,75154.3046875,76123.0402119532,76125.423670847,75107.209697932,75183.5237686597
Q8WXA9,187308,188186.13484855,186754.604065131,186447.563505072,188179.285263915,196585.078125,197447.406057846,197130.049664639,195708.9800887,196288.185849432,190718.203125,190610.210298505,190085.449985638,191217.301499974,191273.207185268,226244.90625,227239.837172519,227066.118551496,226292.001291722,226316.931305066,137402.875,136822.675056145,137391.1590137,137742.056147981,138325.658926595,119186.984375,119665.484795228,119237.184155613,119779.622390747,119198.641043037
Q8WXC6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WXD5,NA,NA,NA,NA,NA,48982.0859375,48776.3578862473,49443.808923807,48275.9799867459,49290.9033353031,43624.45703125,43484.7465713918,43568.227931153,42734.3118947409,43148.2517539933,48382.96484375,47612.372404296,48128.4879873097,49333.7185162641,49338.1809409298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WXE9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WXF1,438323.03125,438835.917526469,438908.670852505,438017.288621128,437494.681838978,405930.9375,405613.170704134,406747.228572406,405651.485839188,405567.789348569,437374,437135.515154969,438315.593969241,436691.64827203,437032.304344863,440069.53125,440674.737561215,440854.9845309,439184.560916573,440008.845228422,323425.03125,323876.991565928,324234.780593898,323570.647407912,322688.034388825,284386.28125,284866.656157609,284762.628565032,283536.869544026,283894.833619196
Q8WXF7,13577.4072265625,13030.3948364593,13701.1300773732,14303.4802317992,13100.8067295328,11215.6044921875,11385.2388418317,11084.7735360302,11134.839726802,10680.5653117634,17511.1328125,17917.0425225981,17795.4455575906,17657.2132910602,18494.6804092266,14465.1708984375,13974.1064943001,13948.8982841931,15454.2154469155,14056.2651618011,6604.8046875,5700.15062794089,7576.13136369735,5867.96678353101,7210.21804895252,NA,NA,NA,NA,NA
Q8WXG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WXH0,131735.734375,132529.60619311,132069.665071826,132587.598026536,132390.753528841,153614.109375,153903.557273511,153567.025621839,152779.208358329,153400.651198763,151130.171875,151858.677349515,150929.408962835,150636.025325391,152035.46168841,155024.25,154123.663009826,155224.795567088,154361.884847034,154091.620596807,95019.5078125,94197.3567448333,94050.5973274596,94644.4744581133,94759.7307853177,81781.7734375,82219.3503763862,80916.0105062053,81364.9708174504,82063.0431182086
Q8WXI9,154760.953125,153840.380937248,155198.572648145,153867.534623403,154796.796411198,138491.609375,138531.687612187,139360.759838492,137830.288336154,139052.790204536,155532.90625,154902.736678623,154996.00735623,155352.549563065,155278.446441419,152661.546875,152352.823964529,153556.100582447,152764.120131008,152358.809065282,94905.1328125,94053.461820405,94155.0073470511,95564.0966119766,95066.218043264,87216.65625,87159.0892067701,86755.1719816923,87960.64991742,87974.4035588168
Q8WXW3,1132600.5,1132599.68321194,1132401.2258405,1133193.182424,1132528.65466132,1915496.625,1916336.46275927,1915461.99751957,1915229.74460045,1914733.75555765,1938472.375,1937602.61538216,1937508.20393778,1937835.53988637,1937611.65482142,1771745.5,1772407.46070239,1771100.29780333,1770850.45645227,1771216.49282499,1336212.75,1336525.64710384,1335455.92108747,1337074.96327074,1336013.13259597,1280526.125,1280018.32624632,1280325.62562977,1281489.67836206,1280901.23554426
Q8WXX5,465549.28125,464622.632593162,465364.857295308,464600.296679664,466287.972923148,477962.03125,478918.450038061,477886.072081625,477592.423998863,477752.704719193,515492.03125,516039.984266125,514751.824921779,514688.831777163,516421.43975975,497770.1875,497653.760149676,496774.057974175,498743.761536267,497811.552065026,322858.1875,322509.011365552,323021.969744548,322903.256926764,322936.980924647,356630.0625,356526.070634354,356367.392397471,356639.99348272,357314.309461959
Q8WY07,61295.19140625,61967.3904259466,61534.62552277,60672.6836310476,61211.615498621,NA,NA,NA,NA,NA,62783.15625,62207.0311432257,62631.1409150735,62400.7853896841,63281.3135360852,69651.0078125,70061.0543857627,69162.2947030999,70276.6935825646,70557.5937354304,54457.5234375,55300.3679554015,53992.983475145,54409.6138014495,54830.3649623916,NA,NA,NA,NA,NA
Q8WY22,406119.1875,405616.523955621,406814.142160721,406949.010624222,406205.770183958,391319.59375,390917.92703845,391299.330016192,391739.967689443,391234.316472489,438120.28125,438186.42437157,438313.191217154,438062.35762012,438573.55712286,425005.40625,425432.215460796,425137.27980781,425264.93626529,425158.577141106,259344.34375,260143.835803688,259335.283752725,259621.990052246,258494.976147737,275288.625,274361.047809433,275200.215597592,274667.824657589,274917.320897758
Q8WY36,112563.1875,113445.708254356,112796.134475622,112336.75812744,111974.325747233,111874.265625,112427.813131221,111958.041598413,112698.944393869,112173.636301745,74115.4296875,73392.932229396,74302.9946174473,74557.2253765538,74869.0802489407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61285.06640625,60668.3799144886,60800.9373322204,60997.6828154251,62091.0296849981
Q8WY54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WYA6,272266.65625,271784.501717199,272830.791509949,272118.409895111,272961.066483758,242551.671875,242713.193298608,242253.470361989,242893.360854883,243086.873460386,257787.578125,258148.641513176,257277.33709801,258512.478515022,257991.034256741,250300.9375,250976.165819596,250993.621037025,249333.871517479,251116.334483642,174847.34375,174754.725235216,174339.730289467,175484.601371158,175317.364353389,179334.875,180028.162304137,179820.602047082,179093.678129662,179549.268069968
Q8WYH8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81073.8125,80662.0246976465,81011.1644062065,80726.6608768925,81798.0234673098
Q8WYJ6,5066369,5065425.0385338,5065400.45249235,5065446.35740626,5067171.15282226,5920307.5,5920602.4912129,5920404.11188349,5919742.27200251,5921194.77152254,5164141,5163398.53112277,5164815.05417049,5164857.67266078,5164648.62306154,4942408.5,4942238.00104913,4943077.32299539,4942462.87194509,4942465.5097249,3806213.5,3805301.02827952,3807063.26118477,3806621.89328477,3806371.70688335,3655670.75,3654950.03193472,3656349.31375407,3656453.99935865,3655676.55648845
Q8WYP3,62340.02734375,62597.1295030676,61695.7406967767,61961.1196124814,62744.2755655274,61641.58984375,61729.4991310574,61424.6732681878,62433.5734691359,60771.9747941829,74403.015625,75112.3746547736,74354.5245763734,74842.1581841893,74142.9202973731,71987.8125,72244.8372561671,72613.1515307538,71905.9937116876,72073.8451201655,47875.01953125,48286.6811142489,47205.3388594836,47652.0351437107,48770.1078476571,26826.978515625,27497.5850817524,25972.7018804066,27762.3684874512,27659.2353296243
Q8WYP5,72970.765625,73529.7363632023,72697.9532394223,72830.0318847075,72694.3732550032,73011.1484375,73251.0041078702,72801.1441753395,72222.7505725957,73199.2690056711,73268.109375,72274.8165334053,73691.7999944128,73505.2159492336,74218.6755382866,74941.734375,74978.3967011943,75331.4368548207,75254.7723199576,75287.7706112675,52611.93359375,52441.2688227557,53192.3783902265,52942.2700024396,52832.0469033159,50446.7578125,50361.0360259004,49741.1979739368,50736.7707169428,49451.621927768
Q8WZ60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WZ82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WZA0,119674.421875,120287.591034275,118712.103155635,119810.564777076,119841.159598164,124096.96875,123594.175312664,124320.206106637,123152.580360878,123407.886416648,149234.96875,148390.173513636,150119.987361792,148921.638298973,149928.278806347,130673.25,131504.784428988,131566.031536561,130518.248237677,131097.898923334,93192.015625,92424.3328780159,92981.0382257439,92456.4469972849,92934.4044634365,100265.03125,99445.5674023293,100582.935690686,99984.8398145214,100539.868468691
Q8WZA9,115307.53125,114350.961350661,115680.066412605,115575.4844037,115405.360087577,122338.7109375,122447.671243306,122240.984028056,121366.02407027,122724.375205897,133818.53125,133327.582355473,133616.963181995,134657.729347121,133922.58116312,144667.078125,144126.310335182,144902.936864819,144451.293213468,144198.263311934,85748.125,86581.2970200367,85073.0719529837,86035.356634371,85221.7132361419,107828.7265625,108489.548954476,107329.079678576,108438.66813352,107195.055451538
Q92466,39269.52734375,38358.2275274172,39081.3125713691,40032.1849279068,38289.0510993972,70088.65625,70146.9382127598,70776.3028438985,69341.9505819529,69196.4203641601,120481.03125,120496.88612742,121185.808504723,119789.608655289,120248.928362295,86040.7734375,85252.0138985962,85163.1695420034,85467.1657552496,87025.6335266419,49681.1328125,49564.3558231927,49218.6117442138,49953.574966155,49240.5463373102,48851.046875,47951.2699585147,48010.8751523048,49605.1863975562,47911.0387911759
Q92499,551351.75,551945.862015795,551474.740287375,551237.502023198,550843.590787698,473251.6875,473264.873626947,473551.569789488,472755.410434518,473260.347988296,506498.25,507000.398038242,505601.081292897,506035.192881066,506248.076936051,598095.0625,598748.83762062,598385.862584826,597529.212209996,598415.482585918,377358.4375,376555.351432916,377403.525909912,377246.71523137,376888.786523174,401916.0625,400941.523238689,402486.877426177,402538.194842774,401795.825687375
Q92504,23604.732421875,22744.9198013134,23099.9823191166,22652.0005894788,23340.4924051799,25948.951171875,26249.7795137353,25165.8836050667,26512.8690927997,25216.2737116925,24071.85546875,23530.6256488711,24633.527367916,23964.4954819977,23842.4932002835,20783.783203125,20040.0902881697,21199.5481617227,21053.2793459892,20403.277526278,12559.0322265625,13313.4555240385,11674.8499834202,11650.5137552731,12812.2581528723,6934.6943359375,7462.66677105054,6322.40442899242,7087.57293191925,6271.73339589685
Q92506,153136.859375,153261.896470975,154065.131496586,152876.942878071,153481.332485046,61990.8359375,61862.6799032241,62868.610556066,62518.5694995485,62218.1561550274,112558.6796875,112798.60797216,113444.79086547,112190.871568572,112583.377160307,102753.2265625,101968.082670685,103078.131897006,102735.111138415,103246.580382906,82690.4140625,82984.4723062441,82950.2222172767,82533.4445366487,82147.8447451107,80844.8671875,81597.6239977814,81698.8947465494,81541.8402682468,81529.2478817925
Q92520,155854.625,156498.865117166,154925.098544765,156360.565638017,155438.673308432,71565.6875,71442.9654568098,71612.3513528742,70811.9076444432,70663.7292677201,78731.265625,78046.2096338309,79590.3800106756,78812.2448339276,79652.2644506916,69587.125,68807.5623916611,70199.4775858857,69317.5343735293,69651.8248859011,91635.53125,91407.3261824287,91747.985376589,92191.0939082354,91672.1534343287,69688.5,69140.0969804488,68875.0453124046,69684.437068481,68747.9895440154
Q92522,672578.3125,672363.428653769,672045.169763818,672317.809423517,672071.032796141,755684.25,755532.798075184,755660.552031893,756326.714354634,755102.101645034,679404.8125,679123.030149963,679013.083884612,678848.379624195,679543.961380262,675013.5625,675121.829354193,675551.239976183,674100.729936257,674247.916506592,454732.8125,454958.926883899,454189.164172765,454191.121720616,454607.654341403,414864.34375,414687.276286248,415147.916332062,414633.121321619,413926.226353914
Q92530,295008.28125,295300.437434558,294351.267932896,294081.865471303,295745.586679764,275682.34375,276374.627612736,276380.821667816,276143.645120058,275990.692029446,275182.09375,275470.152500797,275524.235396892,275736.478750374,274477.09284468,271394.9375,270773.934653603,271171.347581424,270636.064177487,271662.031923063,185592.859375,185226.262114652,186401.85677138,186351.907473233,184810.837254569,209176.734375,209618.735928718,209618.453528896,209140.095100436,209884.619088076
Q92538,62232.76953125,62852.9518372901,63174.7511602528,62703.4257380813,62426.3283969425,62762.09375,62237.4439339004,63443.1133732982,63016.2947608009,62646.0887558609,79299.4609375,78692.69882771,78621.6109285578,80293.6456848383,79055.8043715991,62283.609375,62391.41998218,61559.4471554421,61652.4699424542,62518.9053058773,35548.5078125,35586.6894792505,35923.302859135,36067.8119348101,35130.7708123438,37918.2890625,36940.397972174,37356.6035357565,37564.9113891907,38045.6335688271
Q92540,44460.34375,43726.8430197537,45025.0795192942,45233.5025070161,45228.8384505473,34962.87109375,35652.6229902916,34492.7570628747,35637.4619463272,35299.9576371908,46317.35546875,45993.4523747042,46219.6339721531,46313.0596362725,45845.3484181054,45511.80078125,45045.5947917737,44854.3268017322,45010.7172107175,45733.6793508232,32369.275390625,33112.5249876529,33160.3538473025,31592.5774071254,32592.793938227,31933.744140625,31689.1768064387,32598.8185249306,31297.0792522691,32718.6051366888
Q92541,195355.671875,194573.576613616,195542.633528177,194534.320559174,195846.792896099,172262.421875,172996.550844256,171268.046161365,173188.914909698,172262.557938434,200896.421875,201446.284692395,200943.487165622,201439.109544862,201496.395373378,203020.046875,203809.21946571,203063.349127889,203595.469918221,202528.656579673,145500.390625,145461.171005294,145275.818390679,144760.620165523,146163.781443052,124499.046875,124639.214685023,125228.618548088,124507.357104052,124556.56992488
Q92542,246277.8125,247207.222018372,245743.109775688,245287.766878475,246658.951401226,258763.859375,258750.821324151,258299.388721205,257946.850810286,259683.032338127,252758.703125,252186.812805768,253184.875290666,253074.761281546,252347.409293812,256233.109375,256633.564811669,256139.100909702,256633.888126355,257059.75099374,175180.421875,174832.980191011,174521.961901478,174520.710540611,175125.722945809,171069.5,170317.756543186,170669.633419503,171953.900415234,171672.90239061
Q92544,159513.765625,158989.739657655,160062.302251622,159084.977897625,159846.525536194,161750.15625,162393.711056244,161017.187255584,161762.509945463,162628.484933786,168038.796875,168774.833607793,168827.503764842,168653.712199375,168383.053372454,167545.171875,168015.741625294,167903.911950957,167721.895019017,166734.597639605,113459.421875,113189.855583057,112987.378103703,112503.777799241,114407.940955877,110082.3984375,110055.537960563,109886.994149141,110882.278592397,109869.422806963
Q92547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92552,231177.921875,230189.956986431,232012.729997367,231655.721984889,231437.724355694,245446.421875,245383.782230165,245536.762622032,244588.263585545,245326.350868993,256025.9375,256780.727827046,255401.207763292,255921.484829914,255266.892032288,273009.8125,272547.650166925,273298.434276737,272074.214426938,273210.3457103,114652.125,115323.46339149,115540.439698823,113669.65741336,114091.755186185,142724.9375,142604.467713308,141758.852422271,141978.029569179,142916.581844479
Q92556,228868.046875,229115.899679139,229191.578151546,228589.614650588,229538.974779546,228827.421875,227930.232344922,229785.627225209,228281.129454989,229332.854986917,254288.375,255207.131888714,253344.944943205,253485.672098581,253586.857148442,239510.609375,240182.875824779,240329.036432005,240346.635094997,239465.282829631,154995.21875,154663.394534871,155020.377037957,154062.850987449,154440.298511557,154053.34375,154474.678240646,154651.77770371,153703.554564551,154436.301030613
Q92558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92572,124069.21875,123804.290069155,123622.265617251,124208.526024949,123093.173883744,137468.796875,137418.29419243,136483.671297923,137730.459955659,137779.920206543,157898.3125,158114.215170752,157428.433882792,157773.724163204,156917.915056713,148356.671875,149228.130528361,147731.396227267,148757.553557523,148300.648441195,107027.84375,106740.561893594,107001.706777524,106069.127850153,107972.574105404,102634.75,102100.462933335,102471.47578726,102750.656590596,102605.991952851
Q92575,67923.9140625,67816.4697151519,67901.1633444466,67834.8055888787,68434.1739045344,65257.09375,65167.3540007919,64425.6336158738,65753.1804452315,64490.4598519802,61755.921875,62488.1338718012,62466.2443584427,61774.4467587806,62460.0114704706,68922.375,68888.3166875802,68786.8264903426,69245.4593516067,69130.1458807774,33081.53125,32966.5891934074,32592.9792910703,32595.5885635577,33707.3765667975,29545.890625,28993.7424402609,30279.2259490974,29919.3476986997,30472.06493783
Q92576,57779.81640625,57005.4405833893,57763.4567161389,57380.2806352563,58199.3193583861,53459.65234375,53398.9815921374,53599.1791365519,53936.4251014628,53948.5811320916,64716.08203125,64334.9120098799,65396.4265499897,64210.4000513144,64281.6900553815,57606,57567.2315879203,56855.8205727898,57131.1901946031,58317.6402243264,39820.4453125,39207.9679489471,40218.1220150888,40450.1213588156,39229.0448256172,47840.59375,47487.5586120114,47087.4785495624,47647.0834597647,47690.9911845513
Q92581,NA,NA,NA,NA,NA,21585.2890625,20827.9424952678,21733.5160607807,22552.4079632349,22581.9453224875,22645.00390625,21777.6760005243,22833.6583378576,21750.1098111123,23083.3708045855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92597,105752.34375,106475.780800823,105886.150353495,106410.392713174,106603.984330688,104719.484375,105015.243524827,103870.594464384,104821.834384605,105301.413260076,89883.3125,90829.215574462,89097.0738394298,90457.3534484133,89415.0275303163,103531.3515625,103230.505553916,103989.752389867,102624.247580677,104123.464539092,51227.95703125,50509.7868629061,51493.5264899656,52202.1670607179,51380.689169772,48953.96484375,48991.1768989265,48511.624446474,48128.4992809966,48446.3655891456
Q92598,729601.1875,728887.694955632,730036.893230226,730113.358497448,730398.175443817,779202.6875,779970.786382399,779298.842999108,780150.330752555,779324.278070547,826166.375,826177.122089982,826170.731247373,826468.808077712,826439.330033928,870871.6875,871219.332946658,869917.941885263,871538.447399817,869989.616430093,522344.0625,521669.389356226,522905.8886653,523325.796004217,522646.911031865,494600.59375,494357.565586556,494226.379668441,495354.063534278,495229.34355038
Q92599,49401.3515625,48681.4456836171,49472.5217803232,49858.6206066273,50190.6258103289,38390.05078125,38432.1607177258,39167.8133116215,37670.6632108539,38756.8583835959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26063.333984375,26062.2768731825,25727.2588977627,25368.7424398065,25455.9151152186,20902.37109375,21466.9652861804,20729.0902795531,20277.7314592414,19920.129244335
Q92600,96159.7578125,95466.0116904341,95614.8550161086,96991.9523838833,95759.1207390577,89791.109375,89008.4281748123,88909.7201673277,89574.4794311896,89278.5680850931,100849.1875,100787.653355084,101568.785079446,101435.827382997,100272.477454197,87745.3359375,87893.2790090553,87007.8558530882,87565.4040663727,88600.5516289957,63874.0859375,63210.2247712798,63378.2970824875,63782.633331012,64481.2514855191,65597.140625,66349.727000922,66507.7611593269,65205.1487265825,66430.7057367377
Q92604,15476.2744140625,14729.7663260996,14493.2849105261,15331.0052795149,15943.9435895346,14354.42578125,14097.4318239205,14822.2055820115,13491.211789038,13893.809693709,20073.0390625,20218.9604008496,19702.7170101106,20225.8909057751,20236.6274517886,21223.595703125,21589.9029431045,21872.1421166435,20646.452894073,21586.5593739897,11074.8017578125,11831.2817810774,11227.012183398,10529.8889348023,11440.6929457299,11553.4169921875,11471.3031059355,11569.1699046865,11295.4092981517,11339.3240330033
Q92608,493887.4375,494741.867050935,494457.042432331,493181.166519351,492976.03852389,530219.5625,530476.902604785,531189.482632775,529256.66135478,529996.670399077,560508.9375,561359.019140761,559775.253573947,561096.682196997,560651.020046838,590318.8125,590778.543039471,589709.354702163,590822.943378951,590839.214531019,363646.90625,364595.383501921,363869.906643715,362653.448566172,362972.55364557,351533.28125,352307.18963135,351411.223074961,351286.105794441,351720.381468609
Q92609,100986.375,100690.925177325,100660.758488484,101635.032876998,101160.126191702,102969.5390625,103753.971577071,103172.848902557,103881.561552089,102290.387845978,110047.0390625,109196.745523501,110933.328986883,109479.028184216,109450.443663418,108769.4140625,109663.690201361,108150.566554051,109349.412625078,108186.790737677,74633.265625,73693.9377358779,75035.7461238876,74522.4076772705,75212.8719750457,73850.1484375,74634.2553123385,74062.9380559102,74087.2502377741,74016.6496135779
Q92610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92614,621365.125,621067.668121297,620428.456344165,620613.5113323,621166.350283649,616783.875,615971.734023921,616308.348648518,617775.83284796,617568.826718524,687039.1875,687937.363201033,686378.943899393,686971.286183435,687962.189400315,676436.6875,675873.167917382,675854.594669554,676935.824529983,676308.628180314,441177.96875,442098.996542152,440823.793967944,441600.413093101,441782.635303438,459779.25,459961.198337704,459012.715103433,460564.380522214,459611.558565732
Q92615,137335.1875,136683.162151027,138055.3546605,137598.733219907,138097.869748838,145013.34375,145511.513919536,144347.695087515,144223.147172447,145136.561853778,148032.046875,147915.639736239,148208.790890887,147473.68962878,147493.212434012,138435.234375,138277.557783462,138252.989193592,139235.663432796,137709.666166157,92541.1171875,93014.8015291467,91823.0667560399,92639.4199173935,93144.7560353242,102991.96875,103322.823735863,103240.2290073,102090.527791508,103384.439595487
Q92616,253534.625,253518.66615811,252673.319609981,252890.106725186,253447.008694202,272220.5,272335.589823026,272757.484811537,272544.970196385,272002.064571895,285466.34375,284943.787529819,286092.664730955,286140.649224386,285725.974301096,299031.3125,298885.783247057,298491.384731013,299502.920106858,298424.018412702,202394.578125,202130.416419961,201977.839315914,202332.478357617,202157.669292435,209983.671875,209620.95572453,210061.876396909,210333.506276626,209651.463929825
